"ds","y"
"2023-04-06",1.6975
"2023-04-07",1.6969
"2023-04-08",1.6932
"2023-04-09",1.6936
"2023-04-10",1.7071
"2023-04-11",1.7076
"2023-04-12",1.7079
"2023-04-13",1.7085
"2023-04-14",1.7079
"2023-04-15",1.7037
"2023-04-16",1.7043
"2023-04-17",1.7135
"2023-04-18",1.7124
"2023-04-19",1.7120
"2023-04-20",1.7126
"2023-04-21",1.7120
"2023-04-22",1.7082
"2023-04-23",1.7044
"2023-04-24",1.6733
"2023-04-25",1.6656
"2023-04-26",1.6641
"2023-04-27",1.6640
"2023-04-28",1.6632
"2023-04-29",1.6590
"2023-04-30",1.6576
"2023-05-01",1.6587
"2023-05-02",1.6555
"2023-05-03",1.6551
"2023-05-04",1.6567
"2023-05-05",1.6578
"2023-05-06",1.6537
"2023-05-07",1.6503
"2023-05-08",1.6134
"2023-05-09",1.6088
"2023-05-10",1.6081
"2023-05-11",1.6080
"2023-05-12",1.6072
"2023-05-13",1.6029
"2023-05-14",1.6059
"2023-05-15",1.6373
"2023-04-02",1.6680
"2023-05-16",1.6409
"2023-05-17",1.6410
"2023-05-18",1.6414
"2023-05-19",1.6409
"2023-05-20",1.6368
"2023-05-21",1.6380
"2023-05-22",1.6536
"2023-05-23",1.6570
"2023-05-24",1.6566
"2023-05-25",1.6570
"2023-05-26",1.6563
"2023-05-27",1.6523
"2023-05-28",1.6553
"2023-05-29",1.6784
"2023-05-30",1.6834
"2023-05-31",1.6835
"2023-06-01",1.6840
"2023-06-02",1.6831
"2023-06-03",1.6791
"2023-06-04",1.6776
"2023-06-05",1.6637
"2023-06-06",1.6750
"2023-06-07",1.6801
"2023-06-08",1.6812
"2023-06-09",1.6810
"2023-06-10",1.6771
"2023-06-11",1.6792
"2023-06-12",1.7015
"2023-06-13",1.7020
"2023-06-14",1.7019
"2023-06-15",1.7025
"2023-06-16",1.7020
"2023-06-17",1.6981
"2023-06-18",1.6967
"2023-06-19",1.6847
"2023-06-20",1.6829
"2023-06-21",1.6826
"2023-06-22",1.6826
"2023-06-23",1.6819
"2023-06-24",1.6779
"2023-06-25",1.6781
"2023-06-26",1.6716
"2023-06-27",1.6704
"2023-06-28",1.6696
"2023-06-29",1.6699
"2023-06-30",1.6696
"2023-07-01",1.6657
"2023-07-02",1.6643
"2023-07-03",1.6479
"2023-07-04",1.6569
"2023-07-05",1.6632
"2023-07-06",1.6644
"2023-07-07",1.6641
"2023-07-08",1.6601
"2023-07-09",1.6623
"2023-07-10",1.6813
"2023-07-11",1.6845
"2023-07-12",1.6847
"2023-07-13",1.6850
"2023-07-14",1.6846
"2023-07-15",1.6806
"2023-07-16",1.6817
"2023-07-17",1.6968
"2023-07-18",1.6991
"2023-07-19",1.6988
"2023-07-20",1.6992
"2023-07-21",1.6986
"2023-07-22",1.6948
"2023-07-23",1.6961
"2023-07-24",1.7191
"2023-07-25",1.7221
"2023-07-26",1.7221
"2023-07-27",1.7228
"2023-07-28",1.7225
"2023-07-29",1.7322
"2023-07-30",1.7408
"2023-07-31",1.8091
"2023-08-01",1.8168
"2023-08-02",1.8172
"2023-08-03",1.8177
"2023-08-04",1.8171
"2023-08-05",1.8133
"2023-08-06",1.8145
"2023-08-07",1.8229
"2023-08-08",1.8235
"2023-08-09",1.8232
"2023-08-10",1.8234
"2023-08-11",1.8228
"2023-08-12",1.8188
"2023-08-13",1.8192
"2023-08-14",1.8270
"2023-08-15",1.8274
"2023-08-16",1.8276
"2023-08-17",1.8280
"2023-08-18",1.8271
"2023-08-19",1.8232
"2023-08-20",1.8262
"2023-08-21",1.8545
"2023-08-22",1.8568
"2023-08-23",1.8567
"2023-08-24",1.8572
"2023-08-25",1.8567
"2023-08-26",1.8530
"2023-08-27",1.8544
"2023-08-28",1.8720
"2023-08-29",1.8743
"2023-08-30",1.8739
"2023-08-31",1.8739
"2023-09-01",1.8736
"2023-09-02",1.8697
"2023-09-03",1.8700
"2023-09-04",1.8716
"2023-09-05",1.8706
"2023-09-06",1.8703
"2023-09-07",1.8705
"2023-09-08",1.8698
"2023-09-09",1.8658
"2023-09-10",1.8645
"2023-09-11",1.8587
"2023-09-12",1.8562
"2023-09-13",1.8557
"2023-09-14",1.8558
"2023-09-15",1.8551
"2023-09-16",1.8510
"2023-09-17",1.8515
"2023-09-18",1.8567
"2023-09-19",1.8588
"2023-09-20",1.8586
"2023-09-21",1.8589
"2023-09-22",1.8584
"2023-09-23",1.8543
"2023-09-24",1.8547
"2023-09-25",1.8650
"2023-09-26",1.8578
"2023-09-27",1.8553
"2023-09-28",1.8556
"2023-09-29",1.8549
"2023-09-30",1.8508
"2023-10-01",1.8520
"2023-10-02",1.8528
"2023-10-03",1.8524
"2023-10-04",1.8517
"2023-10-05",1.8520
"2023-10-06",1.8524
"2023-10-07",1.8545
"2023-10-08",1.8467
"2023-10-09",1.7979
"2023-10-10",1.7847
"2023-10-11",1.7841
"2023-10-12",1.7835
"2023-10-13",1.7826
"2023-10-14",1.7785
"2023-10-15",1.7762
"2023-10-16",1.7599
"2023-10-17",1.7543
"2023-10-18",1.7538
"2023-10-19",1.7539
"2023-10-20",1.7532
"2023-10-21",1.7491
"2023-10-22",1.7513
"2023-10-23",1.7740
"2023-10-24",1.7751
"2023-10-25",1.7750
"2023-10-26",1.7754
"2023-10-27",1.7749
"2023-10-28",1.7708
"2023-10-29",1.7703
"2023-10-30",1.7683
"2023-10-31",1.7670
"2023-11-01",1.7665
"2023-11-02",1.7664
"2023-11-03",1.7657
"2023-11-04",1.7617
"2023-11-05",1.7621
"2023-11-06",1.7642
"2023-11-07",1.7652
"2023-11-08",1.7648
"2023-11-09",1.7656
"2023-11-10",1.7645
"2023-11-11",1.7606
"2023-11-12",1.7590
"2023-11-13",1.7392
"2023-11-14",1.7361
"2023-11-15",1.7355
"2023-11-16",1.7357
"2023-11-17",1.7350
"2023-11-18",1.7310
"2023-11-19",1.7285
"2023-11-20",1.7027
"2023-11-21",1.6951
"2023-11-22",1.6940
"2023-11-23",1.6943
"2023-11-24",1.6932
"2023-11-25",1.6892
"2023-11-26",1.6885
"2023-11-27",1.6801
"2023-11-28",1.6759
"2023-11-29",1.6753
"2023-11-30",1.6757
"2023-12-01",1.6752
"2023-12-02",1.6711
"2023-12-03",1.6712
"2023-12-04",1.6671
"2023-12-05",1.6654
"2023-12-06",1.6646
"2023-12-07",1.6646
"2023-12-08",1.6640
"2023-12-09",1.6600
"2023-12-10",1.6583
"2023-12-11",1.6422
"2023-12-12",1.6400
"2023-12-13",1.6392
"2023-12-14",1.6394
"2023-12-15",1.6386
"2023-12-16",1.6337
"2023-12-17",1.6334
"2023-12-18",1.6280
"2023-12-19",1.6267
"2023-12-20",1.6261
"2023-12-21",1.6265
"2023-12-22",1.6259
"2023-12-23",1.6217
"2023-12-24",1.6223
"2023-12-25",1.6405
"2023-12-26",1.6451
"2023-12-27",1.6462
"2023-12-28",1.6464
"2023-12-29",1.6459
"2023-12-30",1.6416
"2023-12-31",1.6416
"2024-01-01",1.6434
"2024-01-02",1.6425
"2024-01-03",1.6416
"2024-01-04",1.6413
"2024-01-05",1.6407
"2024-01-06",1.6365
"2024-01-07",1.6371
"2024-01-08",1.6440
"2024-01-09",1.6447
"2024-01-10",1.6443
"2024-01-11",1.6446
"2024-01-12",1.6447
"2024-01-13",1.6411
"2024-01-14",1.6422
"2024-01-15",1.6453
"2024-01-16",1.6447
"2024-01-17",1.6443
"2024-01-18",1.6451
"2024-01-19",1.6444
"2024-01-20",1.6436
"2024-01-21",1.6421
"2024-01-22",1.6632
"2024-01-23",1.6642
"2024-01-24",1.6639
"2024-01-25",1.6644
"2024-01-26",1.6638
"2024-01-27",1.6596
"2024-01-28",1.6628
"2024-01-29",1.6858
"2024-01-30",1.6873
"2024-01-31",1.6873
"2024-02-01",1.6878
"2024-02-02",1.6870
"2024-02-03",1.6828
"2024-02-04",1.6849
"2024-02-05",1.6957
"2024-02-06",1.6968
"2024-02-07",1.6965
"2024-02-08",1.6968
"2024-02-09",1.6962
"2024-02-10",1.6920
"2024-02-11",1.6933
"2024-02-12",1.7064
"2024-02-13",1.7071
"2024-02-14",1.7071
"2024-02-15",1.7074
"2024-02-16",1.7068
"2024-02-17",1.7026
"2024-02-18",1.7057
"2024-02-19",1.7331
"2024-02-20",1.7372
"2024-02-21",1.7372
"2024-02-22",1.7376
"2024-02-23",1.7370
"2024-02-24",1.7327
"2024-02-25",1.7322
"2024-02-26",1.7271
"2024-02-27",1.7265
"2024-02-28",1.7260
"2024-02-29",1.7259
"2024-03-01",1.7250
"2024-03-02",1.7207
"2024-03-03",1.7211
"2024-03-04",1.7340
"2024-03-05",1.7350
