"ds","y"
"2017-01-01",1.4593
"2017-01-02",1.4630
"2017-01-03",1.4656
"2017-01-04",1.4668
"2017-01-05",1.4670
"2017-01-06",1.4668
"2017-01-07",1.4637
"2017-01-08",1.4638
"2017-01-09",1.4677
"2017-01-10",1.4707
"2017-01-11",1.4721
"2017-01-12",1.4728
"2017-01-13",1.4728
"2017-01-14",1.4694
"2017-01-15",1.4694
"2017-01-16",1.4833
"2017-01-17",1.4884
"2017-01-18",1.4976
"2017-01-19",1.4976
"2017-01-20",1.4973
"2017-01-21",1.4942
"2017-01-22",1.4944
"2017-01-23",1.4981
"2017-01-24",1.4984
"2017-01-25",1.5099
"2017-01-26",1.4948
"2017-01-27",1.5027
"2017-01-28",1.4995
"2017-01-29",1.4996
"2017-01-30",1.4904
"2017-01-31",1.4905
"2017-02-01",1.4908
"2017-02-02",1.4909
"2017-02-03",1.4898
"2017-02-04",1.4872
"2017-02-05",1.4872
"2017-02-06",1.4933
"2017-02-07",1.4961
"2017-02-08",1.4951
"2017-02-09",1.4953
"2017-02-10",1.4941
"2017-02-11",1.4907
"2017-02-12",1.4908
"2017-02-13",1.4945
"2017-02-14",1.4961
"2017-02-15",1.4959
"2017-02-16",1.4976
"2017-02-17",1.4975
"2017-02-18",1.4941
"2017-02-19",1.4940
"2017-02-20",1.4976
"2017-02-21",1.5006
"2017-02-22",1.5004
"2017-02-23",1.5002
"2017-02-24",1.4986
"2017-02-25",1.4953
"2017-02-26",1.4955
"2017-02-27",1.4983
"2017-02-28",1.4979
"2017-03-01",1.4973
"2017-03-02",1.4990
"2017-03-03",1.4987
"2017-03-04",1.4951
"2017-03-05",1.4951
"2017-03-06",1.4923
"2017-03-07",1.4870
"2017-03-08",1.4864
"2017-03-09",1.4864
"2017-03-10",1.4860
"2017-03-11",1.4826
"2017-03-12",1.4826
"2017-03-13",1.4823
"2017-03-14",1.4722
"2017-03-15",1.4706
"2017-03-16",1.4696
"2017-03-17",1.4693
"2017-03-18",1.4658
"2017-03-19",1.4655
"2017-03-20",1.4598
"2017-03-21",1.4533
"2017-03-22",1.4477
"2017-03-23",1.4478
"2017-03-24",1.4473
"2017-03-25",1.4439
"2017-03-26",1.4440
"2017-03-27",1.4482
"2017-03-28",1.4514
"2017-03-29",1.4513
"2017-03-30",1.4514
"2017-03-31",1.4512
"2017-04-01",1.4479
"2017-04-02",1.4483
"2017-04-03",1.4614
"2017-04-04",1.4669
"2017-04-05",1.4673
"2017-04-06",1.4660
"2017-04-07",1.4659
"2017-04-08",1.4626
"2017-04-09",1.4630
"2017-04-10",1.4789
"2017-04-11",1.4840
"2017-04-12",1.4845
"2017-04-13",1.4848
"2017-04-14",1.4852
"2017-04-15",1.4810
"2017-04-16",1.4811
"2017-04-17",1.4912
"2017-04-18",1.4959
"2017-04-19",1.4960
"2017-04-20",1.4965
"2017-04-21",1.4964
"2017-04-22",1.4920
"2017-04-23",1.4919
"2017-04-24",1.4892
"2017-04-25",1.4854
"2017-04-26",1.4836
"2017-04-27",1.4820
"2017-04-28",1.4820
"2017-04-29",1.4776
"2017-04-30",1.4776
"2017-05-01",1.4714
"2017-05-02",1.4637
"2017-05-03",1.4595
"2017-05-04",1.4584
"2017-05-05",1.4581
"2017-05-06",1.4538
"2017-05-07",1.4537
"2017-05-08",1.4459
"2017-05-09",1.4377
"2017-05-10",1.4347
"2017-05-11",1.4346
"2017-05-12",1.4339
"2017-05-13",1.4294
"2017-05-14",1.4296
"2017-05-15",1.4357
"2017-05-16",1.4425
"2017-05-17",1.4425
"2017-05-18",1.4426
"2017-05-19",1.4424
"2017-05-20",1.4382
"2017-05-21",1.4384
"2017-05-22",1.4492
"2017-05-23",1.4529
"2017-05-24",1.4530
"2017-05-25",1.4532
"2017-05-26",1.4534
"2017-05-27",1.4494
"2017-05-28",1.4494
"2017-05-29",1.4542
"2017-05-30",1.4545
"2017-05-31",1.4544
"2017-06-01",1.4542
"2017-06-02",1.4538
"2017-06-03",1.4498
"2017-06-04",1.4499
"2017-06-05",1.4528
"2017-06-06",1.4468
"2017-06-07",1.4461
"2017-06-08",1.4460
"2017-06-09",1.4456
"2017-06-10",1.4415
"2017-06-11",1.4415
"2017-06-12",1.4372
"2017-06-13",1.4363
"2017-06-14",1.4357
"2017-06-15",1.4356
"2017-06-16",1.4341
"2017-06-17",1.4299
"2017-06-18",1.4297
"2017-06-19",1.4275
"2017-06-20",1.4223
"2017-06-21",1.4218
"2017-06-22",1.4218
"2017-06-23",1.4214
"2017-06-24",1.4173
"2017-06-25",1.4173
"2017-06-26",1.4196
"2017-06-27",1.4151
"2017-06-28",1.4145
"2017-06-29",1.4144
"2017-06-30",1.4135
"2017-07-01",1.4093
"2017-07-02",1.4094
"2017-07-03",1.4136
"2017-07-04",1.4140
"2017-07-05",1.4134
"2017-07-06",1.4135
"2017-07-07",1.4132
"2017-07-08",1.4086
"2017-07-09",1.4090
"2017-07-10",1.4201
"2017-07-11",1.4218
"2017-07-12",1.4217
"2017-07-13",1.4218
"2017-07-14",1.4214
"2017-07-15",1.4172
"2017-07-16",1.4174
"2017-07-17",1.4209
"2017-07-18",1.4201
"2017-07-19",1.4198
"2017-07-20",1.4199
"2017-07-21",1.4195
"2017-07-22",1.4155
"2017-07-23",1.4158
"2017-07-24",1.4248
"2017-07-25",1.4243
"2017-07-26",1.4239
"2017-07-27",1.4240
"2017-07-28",1.4237
"2017-07-29",1.4196
"2017-07-30",1.4197
"2017-07-31",1.4240
"2017-08-01",1.4256
"2017-08-02",1.4255
"2017-08-03",1.4257
"2017-08-04",1.4254
"2017-08-05",1.4204
"2017-08-06",1.4206
"2017-08-07",1.4321
"2017-08-08",1.4370
"2017-08-09",1.4367
"2017-08-10",1.4369
"2017-08-11",1.4369
"2017-08-12",1.4328
"2017-08-13",1.4329
"2017-08-14",1.4375
"2017-08-15",1.4377
"2017-08-16",1.4375
"2017-08-17",1.4376
"2017-08-18",1.4374
"2017-08-19",1.4359
"2017-08-20",1.4362
"2017-08-21",1.4364
"2017-08-22",1.4334
"2017-08-23",1.4332
"2017-08-24",1.4332
"2017-08-25",1.4312
"2017-08-26",1.4298
"2017-08-27",1.4300
"2017-08-28",1.4347
"2017-08-29",1.4366
"2017-08-30",1.4363
"2017-08-31",1.4364
"2017-09-01",1.4363
"2017-09-02",1.4330
"2017-09-03",1.4339
"2017-09-04",1.4576
"2017-09-05",1.4638
"2017-09-06",1.4646
"2017-09-07",1.4651
"2017-09-08",1.4606
"2017-09-09",1.4629
"2017-09-10",1.4632
"2017-09-11",1.4705
"2017-09-12",1.4669
"2017-09-13",1.4669
"2017-09-14",1.4670
"2017-09-15",1.4668
"2017-09-16",1.4625
"2017-09-17",1.4623
"2017-09-18",1.4615
"2017-09-19",1.4635
"2017-09-20",1.4630
"2017-09-21",1.4632
"2017-09-22",1.4627
"2017-09-23",1.4586
"2017-09-24",1.4586
"2017-09-25",1.4579
"2017-09-26",1.4545
"2017-09-27",1.4534
"2017-09-28",1.4535
"2017-09-29",1.4532
"2017-09-30",1.4492
"2017-10-01",1.4494
"2017-10-02",1.4520
"2017-10-03",1.4520
"2017-10-04",1.4516
"2017-10-05",1.4517
"2017-10-06",1.4514
"2017-10-07",1.4474
"2017-10-08",1.4474
"2017-10-09",1.4457
"2017-10-10",1.4456
"2017-10-11",1.4454
"2017-10-12",1.4454
"2017-10-13",1.4450
"2017-10-14",1.4408
"2017-10-15",1.4407
"2017-10-16",1.4464
"2017-10-17",1.4476
"2017-10-18",1.4462
"2017-10-19",1.4462
"2017-10-20",1.4457
"2017-10-21",1.4417
"2017-10-22",1.4417
"2017-10-23",1.4472
"2017-10-24",1.4471
"2017-10-25",1.4476
"2017-10-26",1.4475
"2017-10-27",1.4471
"2017-10-28",1.4429
"2017-10-29",1.4431
"2017-10-30",1.4553
"2017-10-31",1.4592
"2017-11-01",1.4594
"2017-11-02",1.4597
"2017-11-03",1.4596
"2017-11-04",1.4555
"2017-11-05",1.4561
"2017-11-06",1.4809
"2017-11-07",1.4861
"2017-11-08",1.4869
"2017-11-09",1.4873
"2017-11-10",1.4874
"2017-11-11",1.4831
"2017-11-12",1.4838
"2017-11-13",1.5110
"2017-11-14",1.5163
"2017-11-15",1.5167
"2017-11-16",1.5176
"2017-11-17",1.5175
"2017-11-18",1.5134
"2017-11-19",1.5131
"2017-11-20",1.5030
"2017-11-21",1.4958
"2017-11-22",1.4952
"2017-11-23",1.4950
"2017-11-24",1.4946
"2017-11-25",1.4903
"2017-11-26",1.4904
"2017-11-27",1.4930
"2017-11-28",1.4900
"2017-11-29",1.4897
"2017-11-30",1.4898
"2017-12-01",1.4892
"2017-12-02",1.4851
"2017-12-03",1.4852
"2017-12-04",1.4896
"2017-12-05",1.4896
"2017-12-06",1.4893
"2017-12-07",1.4895
"2017-12-08",1.4891
"2017-12-09",1.4851
"2017-12-10",1.4852
"2017-12-11",1.4849
"2017-12-12",1.4778
"2017-12-13",1.4770
"2017-12-14",1.4769
"2017-12-15",1.4765
"2017-12-16",1.4721
"2017-12-17",1.4721
"2017-12-18",1.4817
"2017-12-19",1.4839
"2017-12-20",1.4842
"2017-12-21",1.4844
"2017-12-22",1.4843
"2017-12-23",1.4796
"2017-12-24",1.4799
"2017-12-25",1.4850
"2017-12-26",1.4888
"2017-12-27",1.4891
"2017-12-28",1.4896
"2017-12-29",1.4893
"2017-12-30",1.4852
"2017-12-31",1.4855
"2018-01-01",1.5095
"2018-01-02",1.5171
"2018-01-03",1.5220
"2018-01-04",1.5228
"2018-01-05",1.5226
"2018-01-06",1.5185
"2018-01-07",1.5186
"2018-01-08",1.5227
"2018-01-09",1.5228
"2018-01-10",1.5225
"2018-01-11",1.5227
"2018-01-12",1.5225
"2018-01-13",1.5184
"2018-01-14",1.5187
"2018-01-15",1.5335
"2018-01-16",1.5343
"2018-01-17",1.5341
"2018-01-18",1.5332
"2018-01-19",1.5255
"2018-01-20",1.5218
"2018-01-21",1.5250
"2018-01-22",1.5173
"2018-01-23",1.5127
"2018-01-24",1.5115
"2018-01-25",1.5116
"2018-01-26",1.5087
"2018-01-27",1.5055
"2018-01-28",1.5061
"2018-01-29",1.5171
"2018-01-30",1.5190
"2018-01-31",1.5160
"2018-02-01",1.5188
"2018-02-02",1.5149
"2018-02-03",1.5116
"2018-02-04",1.5117
"2018-02-05",1.5162
"2018-02-06",1.5149
"2018-02-07",1.5140
"2018-02-08",1.5140
"2018-02-09",1.5136
"2018-02-10",1.5099
"2018-02-11",1.5099
"2018-02-12",1.5049
"2018-02-13",1.5025
"2018-02-14",1.5007
"2018-02-15",1.4986
"2018-02-16",1.4981
"2018-02-17",1.4946
"2018-02-18",1.4943
"2018-02-19",1.4856
"2018-02-20",1.4648
"2018-02-21",1.4625
"2018-02-22",1.4601
"2018-02-23",1.4596
"2018-02-24",1.4553
"2018-02-25",1.4555
"2018-02-26",1.4657
"2018-02-27",1.4674
"2018-02-28",1.4673
"2018-03-01",1.4672
"2018-03-02",1.4635
"2018-03-03",1.4596
"2018-03-04",1.4599
"2018-03-05",1.4630
"2018-03-06",1.4654
"2018-03-07",1.4652
"2018-03-08",1.4654
"2018-03-09",1.4650
"2018-03-10",1.4612
"2018-03-11",1.4613
"2018-03-12",1.4596
"2018-03-13",1.4511
"2018-03-14",1.4489
"2018-03-15",1.4488
"2018-03-16",1.4484
"2018-03-17",1.4441
"2018-03-18",1.4443
"2018-03-19",1.4567
"2018-03-20",1.4609
"2018-03-21",1.4615
"2018-03-22",1.4616
"2018-03-23",1.4613
"2018-03-24",1.4579
"2018-03-25",1.4586
"2018-03-26",1.4905
"2018-03-27",1.4948
"2018-03-28",1.4954
"2018-03-29",1.4957
"2018-03-30",1.4950
"2018-03-31",1.4916
"2018-04-01",1.4925
"2018-04-02",1.5048
"2018-04-03",1.5084
"2018-04-04",1.5102
"2018-04-05",1.5106
"2018-04-06",1.5102
"2018-04-07",1.5069
"2018-04-08",1.5070
"2018-04-09",1.5086
"2018-04-10",1.5059
"2018-04-11",1.5058
"2018-04-12",1.5058
"2018-04-13",1.5021
"2018-04-14",1.4987
"2018-04-15",1.4987
"2018-04-16",1.5139
"2018-04-17",1.5161
"2018-04-18",1.5157
"2018-04-19",1.5159
"2018-04-20",1.5142
"2018-04-21",1.5108
"2018-04-22",1.5112
"2018-04-23",1.5210
"2018-04-24",1.5236
"2018-04-25",1.5238
"2018-04-26",1.5241
"2018-04-27",1.5239
"2018-04-28",1.5207
"2018-04-29",1.5211
"2018-04-30",1.5403
"2018-05-01",1.5429
"2018-05-02",1.5445
"2018-05-03",1.5448
"2018-05-04",1.5449
"2018-05-05",1.5414
"2018-05-06",1.5416
"2018-05-07",1.5470
"2018-05-08",1.5482
"2018-05-09",1.5480
"2018-05-10",1.5481
"2018-05-11",1.5479
"2018-05-12",1.5446
"2018-05-13",1.5450
"2018-05-14",1.5644
"2018-05-15",1.5690
"2018-05-16",1.5699
"2018-05-17",1.5701
"2018-05-18",1.5698
"2018-05-19",1.5663
"2018-05-20",1.5666
"2018-05-21",1.5780
"2018-05-22",1.5887
"2018-05-23",1.5910
"2018-05-24",1.5912
"2018-05-25",1.5911
"2018-05-26",1.5877
"2018-05-27",1.5881
"2018-05-28",1.6014
"2018-05-29",1.6026
"2018-05-30",1.6028
"2018-05-31",1.6028
"2018-06-01",1.6025
"2018-06-02",1.5991
"2018-06-03",1.5994
"2018-06-04",1.5986
"2018-06-05",1.5928
"2018-06-06",1.5924
"2018-06-07",1.5921
"2018-06-08",1.5917
"2018-06-09",1.5877
"2018-06-10",1.5879
"2018-06-11",1.5826
"2018-06-12",1.5786
"2018-06-13",1.5772
"2018-06-14",1.5771
"2018-06-15",1.5769
"2018-06-16",1.5758
"2018-06-17",1.5761
"2018-06-18",1.5770
"2018-06-19",1.5773
"2018-06-20",1.5771
"2018-06-21",1.5773
"2018-06-22",1.5765
"2018-06-23",1.5731
"2018-06-24",1.5733
"2018-06-25",1.5728
"2018-06-26",1.5673
"2018-06-27",1.5666
"2018-06-28",1.5666
"2018-06-29",1.5662
"2018-06-30",1.5626
"2018-07-01",1.5630
"2018-07-02",1.5740
"2018-07-03",1.5769
"2018-07-04",1.5773
"2018-07-05",1.5774
"2018-07-06",1.5769
"2018-07-07",1.5737
"2018-07-08",1.5742
"2018-07-09",1.5794
"2018-07-10",1.5814
"2018-07-11",1.5813
"2018-07-12",1.5815
"2018-07-13",1.5812
"2018-07-14",1.5779
"2018-07-15",1.5780
"2018-07-16",1.5812
"2018-07-17",1.5806
"2018-07-18",1.5803
"2018-07-19",1.5804
"2018-07-20",1.5800
"2018-07-21",1.5766
"2018-07-22",1.5767
"2018-07-23",1.5721
"2018-07-24",1.5696
"2018-07-25",1.5668
"2018-07-26",1.5658
"2018-07-27",1.5653
"2018-07-28",1.5616
"2018-07-29",1.5620
"2018-07-30",1.5852
"2018-07-31",1.5887
"2018-08-01",1.5899
"2018-08-02",1.5924
"2018-08-03",1.5921
"2018-08-04",1.5887
"2018-08-05",1.5889
"2018-08-06",1.5970
"2018-08-07",1.5995
"2018-08-08",1.6006
"2018-08-09",1.6006
"2018-08-10",1.6002
"2018-08-11",1.5967
"2018-08-12",1.5970
"2018-08-13",1.5964
"2018-08-14",1.5930
"2018-08-15",1.5928
"2018-08-16",1.5928
"2018-08-17",1.5924
"2018-08-18",1.5890
"2018-08-19",1.5891
"2018-08-20",1.5918
"2018-08-21",1.5928
"2018-08-22",1.5926
"2018-08-23",1.5928
"2018-08-24",1.5924
"2018-08-25",1.5890
"2018-08-26",1.5893
"2018-08-27",1.5951
"2018-08-28",1.5963
"2018-08-29",1.5963
"2018-08-30",1.5962
"2018-08-31",1.5959
"2018-09-01",1.5925
"2018-09-02",1.5947
"2018-09-03",1.6060
"2018-09-04",1.6072
"2018-09-05",1.6071
"2018-09-06",1.6072
"2018-09-07",1.6068
"2018-09-08",1.6029
"2018-09-09",1.6030
"2018-09-10",1.6038
"2018-09-11",1.5996
"2018-09-12",1.5993
"2018-09-13",1.5992
"2018-09-14",1.5988
"2018-09-15",1.5948
"2018-09-16",1.5949
"2018-09-17",1.5963
"2018-09-18",1.5915
"2018-09-19",1.5911
"2018-09-20",1.5902
"2018-09-21",1.5896
"2018-09-22",1.5862
"2018-09-23",1.5864
"2018-09-24",1.5867
"2018-09-25",1.5812
"2018-09-26",1.5805
"2018-09-27",1.5804
"2018-09-28",1.5799
"2018-09-29",1.5754
"2018-09-30",1.5757
"2018-10-01",1.5872
"2018-10-02",1.5886
"2018-10-03",1.5886
"2018-10-04",1.5885
"2018-10-05",1.5881
"2018-10-06",1.5845
"2018-10-07",1.5849
"2018-10-08",1.6050
"2018-10-09",1.6077
"2018-10-10",1.6081
"2018-10-11",1.6082
"2018-10-12",1.6078
"2018-10-13",1.6041
"2018-10-14",1.6044
"2018-10-15",1.5975
"2018-10-16",1.5853
"2018-10-17",1.5836
"2018-10-18",1.5831
"2018-10-19",1.5825
"2018-10-20",1.5786
"2018-10-21",1.5787
"2018-10-22",1.5736
"2018-10-23",1.5673
"2018-10-24",1.5654
"2018-10-25",1.5649
"2018-10-26",1.5642
"2018-10-27",1.5604
"2018-10-28",1.5606
"2018-10-29",1.5616
"2018-10-30",1.5563
"2018-10-31",1.5560
"2018-11-01",1.5559
"2018-11-02",1.5553
"2018-11-03",1.5516
"2018-11-04",1.5517
"2018-11-05",1.5533
"2018-11-06",1.5507
"2018-11-07",1.5492
"2018-11-08",1.5489
"2018-11-09",1.5483
"2018-11-10",1.5445
"2018-11-11",1.5446
"2018-11-12",1.5317
"2018-11-13",1.5206
"2018-11-14",1.5184
"2018-11-15",1.5169
"2018-11-16",1.5161
"2018-11-17",1.5119
"2018-11-18",1.5117
"2018-11-19",1.5107
"2018-11-20",1.5041
"2018-11-21",1.5036
"2018-11-22",1.5032
"2018-11-23",1.5025
"2018-11-24",1.4988
"2018-11-25",1.4989
"2018-11-26",1.4814
"2018-11-27",1.4670
"2018-11-28",1.4644
"2018-11-29",1.4636
"2018-11-30",1.4629
"2018-12-01",1.4589
"2018-12-02",1.4590
"2018-12-03",1.4483
"2018-12-04",1.4383
"2018-12-05",1.4374
"2018-12-06",1.4360
"2018-12-07",1.4353
"2018-12-08",1.4309
"2018-12-09",1.4312
"2018-12-10",1.4351
"2018-12-11",1.4363
"2018-12-12",1.4358
"2018-12-13",1.4358
"2018-12-14",1.4354
"2018-12-15",1.4312
"2018-12-16",1.4314
"2018-12-17",1.4350
"2018-12-18",1.4352
"2018-12-19",1.4350
"2018-12-20",1.4346
"2018-12-21",1.4341
"2018-12-22",1.4296
"2018-12-23",1.4298
"2018-12-24",1.4210
"2018-12-25",1.4168
"2018-12-26",1.4130
"2018-12-27",1.4122
"2018-12-28",1.4103
"2018-12-29",1.4064
"2018-12-30",1.4064
"2018-12-31",1.4071
"2019-01-01",1.4071
"2019-01-02",1.4018
"2019-01-03",1.3937
"2019-01-04",1.3927
"2019-01-05",1.3893
"2019-01-06",1.3897
"2019-01-07",1.4027
"2019-01-08",1.4111
"2019-01-09",1.4112
"2019-01-10",1.4113
"2019-01-11",1.4106
"2019-01-12",1.4063
"2019-01-13",1.4067
"2019-01-14",1.4183
"2019-01-15",1.4186
"2019-01-16",1.4109
"2019-01-17",1.4104
"2019-01-18",1.4104
"2019-01-19",1.4064
"2019-01-20",1.4065
"2019-01-21",1.4112
"2019-01-22",1.4117
"2019-01-23",1.4123
"2019-01-24",1.4126
"2019-01-25",1.4123
"2019-01-26",1.4082
"2019-01-27",1.4084
"2019-01-28",1.4128
"2019-01-29",1.4126
"2019-01-30",1.4129
"2019-01-31",1.4128
"2019-02-01",1.4124
"2019-02-02",1.4105
"2019-02-03",1.4108
"2019-02-04",1.4121
"2019-02-05",1.4126
"2019-02-06",1.4126
"2019-02-07",1.4125
"2019-02-08",1.4123
"2019-02-09",1.4079
"2019-02-10",1.4082
"2019-02-11",1.4152
"2019-02-12",1.4178
"2019-02-13",1.4181
"2019-02-14",1.4181
"2019-02-15",1.4178
"2019-02-16",1.4141
"2019-02-17",1.4143
"2019-02-18",1.4260
"2019-02-19",1.4328
"2019-02-20",1.4358
"2019-02-21",1.4359
"2019-02-22",1.4353
"2019-02-23",1.4309
"2019-02-24",1.4316
"2019-02-25",1.4517
"2019-02-26",1.4588
"2019-02-27",1.4591
"2019-02-28",1.4592
"2019-03-01",1.4585
"2019-03-02",1.4553
"2019-03-03",1.4553
"2019-03-04",1.4548
"2019-03-05",1.4523
"2019-03-06",1.4520
"2019-03-07",1.4516
"2019-03-08",1.4510
"2019-03-09",1.4465
"2019-03-10",1.4466
"2019-03-11",1.4575
"2019-03-12",1.4626
"2019-03-13",1.4628
"2019-03-14",1.4624
"2019-03-15",1.4618
"2019-03-16",1.4576
"2019-03-17",1.4580
"2019-03-18",1.4705
"2019-03-19",1.4756
"2019-03-20",1.4760
"2019-03-21",1.4755
"2019-03-22",1.4749
"2019-03-23",1.4694
"2019-03-24",1.4699
"2019-03-25",1.4858
"2019-03-26",1.4933
"2019-03-27",1.4783
"2019-03-28",1.4784
"2019-03-29",1.4786
"2019-03-30",1.4742
"2019-03-31",1.4747
"2019-04-01",1.5043
"2019-04-02",1.5130
"2019-04-03",1.5138
"2019-04-04",1.5142
"2019-04-05",1.5137
"2019-04-06",1.5093
"2019-04-07",1.5097
"2019-04-08",1.5261
"2019-04-09",1.5288
"2019-04-10",1.5300
"2019-04-11",1.5299
"2019-04-12",1.5295
"2019-04-13",1.5253
"2019-04-14",1.5257
"2019-04-15",1.5458
"2019-04-16",1.5494
"2019-04-17",1.5503
"2019-04-18",1.5510
"2019-04-19",1.5504
"2019-04-20",1.5465
"2019-04-21",1.5466
"2019-04-22",1.5505
"2019-04-23",1.5512
"2019-04-24",1.5512
"2019-04-25",1.5510
"2019-04-26",1.5505
"2019-04-27",1.5460
"2019-04-28",1.5465
"2019-04-29",1.5644
"2019-04-30",1.5722
"2019-05-01",1.5722
"2019-05-02",1.5724
"2019-05-03",1.5720
"2019-05-04",1.5674
"2019-05-05",1.5678
"2019-05-06",1.5730
"2019-05-07",1.5740
"2019-05-08",1.5738
"2019-05-09",1.5738
"2019-05-10",1.5733
"2019-05-11",1.5690
"2019-05-12",1.5692
"2019-05-13",1.5626
"2019-05-14",1.5606
"2019-05-15",1.5597
"2019-05-16",1.5594
"2019-05-17",1.5588
"2019-05-18",1.5541
"2019-05-19",1.5544
"2019-05-20",1.5713
"2019-05-21",1.5793
"2019-05-22",1.5796
"2019-05-23",1.5796
"2019-05-24",1.5790
"2019-05-25",1.5743
"2019-05-26",1.5749
"2019-05-27",1.5805
"2019-05-28",1.5813
"2019-05-29",1.5812
"2019-05-30",1.5808
"2019-05-31",1.5796
"2019-06-01",1.5745
"2019-06-02",1.5747
"2019-06-03",1.5704
"2019-06-04",1.5658
"2019-06-05",1.5650
"2019-06-06",1.5646
"2019-06-07",1.5637
"2019-06-08",1.5588
"2019-06-09",1.5589
"2019-06-10",1.5240
"2019-06-11",1.5052
"2019-06-12",1.4979
"2019-06-13",1.4945
"2019-06-14",1.4930
"2019-06-15",1.4882
"2019-06-16",1.4883
"2019-06-17",1.4915
"2019-06-18",1.4889
"2019-06-19",1.4886
"2019-06-20",1.4883
"2019-06-21",1.4877
"2019-06-22",1.4831
"2019-06-23",1.4833
"2019-06-24",1.4875
"2019-06-25",1.4874
"2019-06-26",1.4866
"2019-06-27",1.4866
"2019-06-28",1.4861
"2019-06-29",1.4815
"2019-06-30",1.4818
"2019-07-01",1.4968
"2019-07-02",1.5043
"2019-07-03",1.5043
"2019-07-04",1.5043
"2019-07-05",1.5036
"2019-07-06",1.4989
"2019-07-07",1.4992
"2019-07-08",1.5061
"2019-07-09",1.5083
"2019-07-10",1.5084
"2019-07-11",1.5080
"2019-07-12",1.5074
"2019-07-13",1.5028
"2019-07-14",1.5034
"2019-07-15",1.5207
"2019-07-16",1.5286
"2019-07-17",1.5287
"2019-07-18",1.5290
"2019-07-19",1.5287
"2019-07-20",1.5237
"2019-07-21",1.5239
"2019-07-22",1.5249
"2019-07-23",1.5186
"2019-07-24",1.5183
"2019-07-25",1.5179
"2019-07-26",1.5161
"2019-07-27",1.5152
"2019-07-28",1.5152
"2019-07-29",1.5164
"2019-07-30",1.5174
"2019-07-31",1.5175
"2019-08-01",1.5175
"2019-08-02",1.5160
"2019-08-03",1.5112
"2019-08-04",1.5116
"2019-08-05",1.5199
"2019-08-06",1.5232
"2019-08-07",1.5235
"2019-08-08",1.5240
"2019-08-09",1.5240
"2019-08-10",1.5196
"2019-08-11",1.5194
"2019-08-12",1.5054
"2019-08-13",1.4926
"2019-08-14",1.4906
"2019-08-15",1.4903
"2019-08-16",1.4892
"2019-08-17",1.4842
"2019-08-18",1.4841
"2019-08-19",1.4887
"2019-08-20",1.4882
"2019-08-21",1.4873
"2019-08-22",1.4873
"2019-08-23",1.4867
"2019-08-24",1.4821
"2019-08-25",1.4819
"2019-08-26",1.4869
"2019-08-27",1.4866
"2019-08-28",1.4868
"2019-08-29",1.4859
"2019-08-30",1.4847
"2019-08-31",1.4801
"2019-09-01",1.4799
"2019-09-02",1.4821
"2019-09-03",1.4849
"2019-09-04",1.4836
"2019-09-05",1.4830
"2019-09-06",1.4828
"2019-09-07",1.4772
"2019-09-08",1.4771
"2019-09-09",1.4796
"2019-09-10",1.4784
"2019-09-11",1.4788
"2019-09-12",1.4789
"2019-09-13",1.4782
"2019-09-14",1.4734
"2019-09-15",1.4733
"2019-09-16",1.4771
"2019-09-17",1.4763
"2019-09-18",1.4760
"2019-09-19",1.4759
"2019-09-20",1.4753
"2019-09-21",1.4706
"2019-09-22",1.4713
"2019-09-23",1.5016
"2019-09-24",1.5077
"2019-09-25",1.5078
"2019-09-26",1.5079
"2019-09-27",1.5073
"2019-09-28",1.5025
"2019-09-29",1.5026
"2019-09-30",1.4995
"2019-10-01",1.4947
"2019-10-02",1.4942
"2019-10-03",1.4941
"2019-10-04",1.4935
"2019-10-05",1.4924
"2019-10-06",1.4924
"2019-10-07",1.4932
"2019-10-08",1.4936
"2019-10-09",1.4934
"2019-10-10",1.4933
"2019-10-11",1.4926
"2019-10-12",1.4879
"2019-10-13",1.4881
"2019-10-14",1.4870
"2019-10-15",1.4839
"2019-10-16",1.4835
"2019-10-17",1.4833
"2019-10-18",1.4825
"2019-10-19",1.4776
"2019-10-20",1.4777
"2019-10-21",1.4752
"2019-10-22",1.4701
"2019-10-23",1.4698
"2019-10-24",1.4696
"2019-10-25",1.4684
"2019-10-26",1.4636
"2019-10-27",1.4641
"2019-10-28",1.4737
"2019-10-29",1.4760
"2019-10-30",1.4762
"2019-10-31",1.4764
"2019-11-01",1.4756
"2019-11-02",1.4711
"2019-11-03",1.4716
"2019-11-04",1.4821
"2019-11-05",1.4902
"2019-11-06",1.4905
"2019-11-07",1.4905
"2019-11-08",1.4897
"2019-11-09",1.4852
"2019-11-10",1.4857
"2019-11-11",1.4965
"2019-11-12",1.4994
"2019-11-13",1.4997
"2019-11-14",1.5002
"2019-11-15",1.4996
"2019-11-16",1.4951
"2019-11-17",1.4954
"2019-11-18",1.4950
"2019-11-19",1.4894
"2019-11-20",1.4891
"2019-11-21",1.4891
"2019-11-22",1.4884
"2019-11-23",1.4837
"2019-11-24",1.4841
"2019-11-25",1.4869
"2019-11-26",1.4852
"2019-11-27",1.4845
"2019-11-28",1.4844
"2019-11-29",1.4837
"2019-11-30",1.4789
"2019-12-01",1.4794
"2019-12-02",1.4899
"2019-12-03",1.4947
"2019-12-04",1.4947
"2019-12-05",1.4949
"2019-12-06",1.4941
"2019-12-07",1.4893
"2019-12-08",1.4896
"2019-12-09",1.4854
"2019-12-10",1.4801
"2019-12-11",1.4796
"2019-12-12",1.4794
